"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"7km (800 Limiar / 200 leve)","Run","4km aquec. 7km (800 z6 200 trote) 3km leve","1.12","14000","2025-09-29","PSE - Percepção Subjetiva de Esforço Z2- Low Aerobic/Aeróbico Leve: 1-2 Z3- Moderate Aerobic/Aeróbico Moderado: 2-3 Z4- High Aerobic/Aeróbico Intenso/Race Pace: 4-5 Z6- Threshold/Limiar: 6-7 Z8- Vo2: 8 Z10- Cap. Anaeróbica: 9-10","14004.2802734375","","",""," *29/09/2025 Sarah Lotif: Treino hoje foi brabo! Panturrilha ok! Único problema hoje foi a menstruação mesmo, dia do pico! 🙏💆🏻‍♀️ Os intervalos entre um tiro e outro eu fiz trotando beeeem leve mesmo, pra suportar as porradas kkk pqp! Fiquei cansada hj*","1.18277728557587","3.28900003433228","","168","","166","185","","","0.805706509395265","85.41","12","10","5","27","14","3","0","","","","","","","","","","","","","","7","1"
"3.200","Swim","treino CHAVE 500 75 crw 25 palmateio 3x3x300pé de Pato e palmar A3+ 10 A 15 intervalo","","","2025-09-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Endurance","Bike","endurance leve","2","","2025-09-30","PSE: Percepção Subjetiva de Esforço Regenerativo: 1-2 Endurance: 2-3 Tempo (moderado): 4-5 Limiar: 6-7 Vo2 Máx: 8 Cap. Anaeróbica: 9 Potência Neuromuscular: 10","47300","","","","","2.00065112113953","6.56730638843482","","","","101","134","","","0.594757056319035","79.76","120","0","0","0","0","0","0","","","","","","","","","","","","","","1","1"
"2x 5km | 4:35 179bpm","Run","5km z2 2x 5km z4 com 3-5min intervalo parado 1km z2","1.36861111111111","16000","2025-10-01","PSE - Percepção Subjetiva de Esforço Z2- Low Aerobic/Aeróbico Leve: 1-2 Z3- Moderate Aerobic/Aeróbico Moderado: 2-3 Z4- High Aerobic/Aeróbico Intenso/Race Pace: 4-5 Z6- Threshold/Limiar: 6-7 Z8- Vo2: 8 Z10- Cap. Anaeróbica: 9-10","8008.2900390625","","","","","0.682827472686768","3.25799989700317","","171","","164","184","","","0.798736852357542","47.8","5","6","16","5","6","3","0","","","","","","","","","","","","","","3","1"
"Strength","Strength","","","","2025-10-01","","0","","","","","0.503871142864227","0","","","","98","132","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8x 3min Big Gear em Tempo/limiar","Bike","30min aquecimento progressivo 8x 3min Big gear, Tempo/limiar com 2min giro complete em endurance/giro leve","1.66666666666667","","2025-10-02","PSE: Percepção Subjetiva de Esforço Regenerativo: 1-2 Endurance: 2-3 Tempo (moderado): 4-5 Limiar: 6-7 Vo2 Máx: 8 Cap. Anaeróbica: 9 Potência Neuromuscular: 10","45900","","","","","1.66746139526367","7.64635393431934","","","","122","162","","","0.651494986329568","79.41","73","8","13","7","0","0","0","","","","","","","","","","","","","","4","1"
"A1","Swim","SOLTO","0.833333333333333","","2025-10-02","","2275","","",""," *02/10/2025 Sarah Lotif: Não sei pq minha frequência alterou assim hoje na natação! Minha percepção estava bem mais baixa do q isso aí! 🙏💆🏻‍♀️*","0.834652225706312","0.757071547420965","","30","","145","160","","","0.185498084256433","0.53","","","","","","","","","","","","","","","","","","","","","1","1"
"PEDIDO UNIFORMES ATÉ HOJE!","Other","Atenção, atletas! Quem ainda não garantiu sua camiseta de corrida ou camisa de ciclismo, temos um novo lote já está em fabricação. Prazo para pedidos: até HOJE 03/10 Faça seu pedido aqui: https://almyiik0dud.typeform.com/to/hBCmAjxH Informações importantes: * Entrega: até 40 dias após o envio do pedido ao fornecedor (Mynd) * Pagamento: em até 2x • 1ª parcela até 05/10 • 2ª parcela na entrega * Frete: por conta do atleta Dados para pagamento (Pix): Chave Pix: CNPJ 45.651.589/0001-26 Razão Social: SAAB SPORTS MARKETING ESPORTIVO LTDA","","","2025-10-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.400","Swim","400 solto 3x 500 braço palmar paraquedas boia 5x100 pé de pato e palmar a2 1 minuto e repete","","","2025-10-03","","3525","","","","","1.08814194891188","0.897403258655805","","27","","125","144","","","0.220463730465703","1.17","","","","","","","","","","","","","","","","","","","","","3","1"
"Strength","Strength","","","","2025-10-03","","0","","","","","0.804743587970734","0","","","","97","127","","","","","","","","","","","","","","","","","","","","","","","","","",""
"90km Tempo | 2h31 IF 0.74 145bpm","Bike","20min aquec./endurance 2:30h Ritmo de prova 20min leve","3","","2025-10-04","PSE: Percepção Subjetiva de Esforço Regenerativo: 1-2 Endurance: 2-3 Tempo (moderado): 4-5 Limiar: 6-7 Vo2 Máx: 8 Cap. Anaeróbica: 9 Potência Neuromuscular: 10","115000","","",""," *09/10/2025 SAAB SPORTS: Cadê os comentários ?* *13/10/2025 SAAB SPORTS: Muito bom e consistente e depois correu super bem*","3.00080800056458","10.6452810171242","","","","142","164","","","0.717516533074556","175.91","19","120","38","3","0","0","0","","","","","","","","","","","","","","4","1"
"Transição - Race Pace | 4:20 FC171","Run","20min z3/4 20min z2","0.666666666666667","","2025-10-04","PSE - Percepção Subjetiva de Esforço Z2- Low Aerobic/Aeróbico Leve: 1-2 Z3- Moderate Aerobic/Aeróbico Moderado: 2-3 Z4- High Aerobic/Aeróbico Intenso/Race Pace: 4-5 Z6- Threshold/Limiar: 6-7 Z8- Vo2: 8 Z10- Cap. Anaeróbica: 9-10","8647.0302734375","","",""," *13/10/2025 SAAB SPORTS: Parabéns, treinão hein 90k para 2h31 + Race pace pra 4:20*","0.667465567588806","3.59899997711182","","174","","173","181","","","0.88128225842566","56.85","2","0","3","25","10","0","0","","","","","","","","","","","","","","5","1"
"Transição - Endurance","Bike","Endurance","1.5","","2025-10-05","PSE: Percepção Subjetiva de Esforço Regenerativo: 1-2 Endurance: 2-3 Tempo (moderado): 4-5 Limiar: 6-7 Vo2 Máx: 8 Cap. Anaeróbica: 9 Potência Neuromuscular: 10","52000","","","","","1.50041830539703","9.62694496094023","","","","118","146","","","0.598379285538127","60.12","89","1","0","0","0","0","0","","","","","","","","","","","","","","1","1"
"Transição - Race Pace | 4:26 - 4:30 FC175","Run","45min leve 30min (7min race pace (menos 5seg) 3min trote) 15min facil","1.5","","2025-10-05","PSE - Percepção Subjetiva de Esforço Z2- Low Aerobic/Aeróbico Leve: 1-2 Z3- Moderate Aerobic/Aeróbico Moderado: 2-3 Z4- High Aerobic/Aeróbico Intenso/Race Pace: 4-5 Z6- Threshold/Limiar: 6-7 Z8- Vo2: 8 Z10- Cap. Anaeróbica: 9-10","17666.8203125","","",""," *06/10/2025 Sarah Lotif: Treinão hojeee!!! Pqp 🤯 Vocês vão ver q tem uma pausa aí, foi no último hard de 7min, precisei pegar água rapidinho( coisa de segundos) pq se não eu ia passar mal( aqui está muito quente), tirando isso, foi ótimo!* *13/10/2025 SAAB SPORTS: Race pace na média de 4:30, bem consistente*","1.50147426128387","3.26799988746643","","172","","162","182","","","0.798478878509132","107.12","13","31","17","25","4","0","0","","","","","","","","","","","","","","6","1"
"3.100 4x4x100 vo2","Swim","400 solto 800 pé de pato paraquedas mãos fechadas 4x 4x100 pé de pato palmar vo2 a3 + forte com 10 de borda no maximo c 4 ‘intervalo entre séries intervalo generoso .. 300 solto","","","2025-10-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RECUPERAÇÃO ATIVA","Bike","Hoje o target é trabalhar em recuperação ativa. Foque em ficar relaxado em cima da bike e curta o treino. Se tiver algumas subidas, procure usar um marcha leve. Hoje é para recuperar, então gire leve.","1.5","","2025-10-07","PSE: Percepção Subjetiva de Esforço Regenerativo: 1-2 Endurance: 2-3 Tempo (moderado): 4-5 Limiar: 6-7 Vo2 Máx: 8 Cap. Anaeróbica: 9 Potência Neuromuscular: 10","36000","","","","","1.50502669811249","6.64440040335589","","","","99","111","","","0.596446583847724","59.92","90","0","0","0","0","0","0","","","","","","","","","","","","","","1","1"
"3x 5km | 4:24 - 4:35 FC177","Run","5km z2 3x 5km z4 com 3-5min intervalo parado 1km z2","1.78055555555556","21000","2025-10-08","PSE - Percepção Subjetiva de Esforço Z2- Low Aerobic/Aeróbico Leve: 1-2 Z3- Moderate Aerobic/Aeróbico Moderado: 2-3 Z4- High Aerobic/Aeróbico Intenso/Race Pace: 4-5 Z6- Threshold/Limiar: 6-7 Z8- Vo2: 8 Z10- Cap. Anaeróbica: 9-10","21285.779296875","","",""," *09/10/2025 SAAB SPORTS: Como se sentiu? O último caiu o ritmo, fez os 2 primeiros 4:24 e 4:28 e o último a 4:35.* *09/10/2025 Sarah Lotif: Me senti bem, mas foi muito punk os últimos 5km pelo amor de Deus, quebrei na última parte! Foi o q deu pra sustentar no treino de ontem!*","1.80280530452728","3.27999997138977","","165","","167","186","","","0.847039479866208","145.44","16","18","8","33","31","2","0","","","","","","","","","","","","","","7","1"
"Strength","Strength","","","","2025-10-08","","0","","","","","0.668698847293854","0","","","","102","136","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RECUPERAÇÃO ATIVA","Bike","Hoje o target é trabalhar em recuperação ativa. Foque em ficar relaxado em cima da bike e curta o treino. Se tiver algumas subidas, procure usar um marcha leve. Hoje é para recuperar, então gire leve.","1.5","","2025-10-09","PSE: Percepção Subjetiva de Esforço Regenerativo: 1-2 Endurance: 2-3 Tempo (moderado): 4-5 Limiar: 6-7 Vo2 Máx: 8 Cap. Anaeróbica: 9 Potência Neuromuscular: 10","35700","","","","","1.50318729877472","6.59709317311952","","","","102","114","","","0.597605065695508","60.07","90","0","0","0","0","0","0","","","","","","","","","","","","","","1","5"
"2.500","Swim","TESTE de 1.900 na piscina Aquecimento : 300 nadando mãos fechadas 300 nadando com paraquedas sem material Zera o relógio 1x1.900 nadando direto para o seu melhor","","","2025-10-09","","1900","","",""," *09/10/2025 SAAB SPORTS: comenta como se sentiu* *09/10/2025 Sarah Lotif: Ritmo exatamente encaixado, puxando bastante água hoje, foi a primeira vez q eu consegui manter um ritmo abaixo de 1’50”, sinto que estou melhorando a natação, eu sei que no mar vai ser diferente, mas senti q eu evolui nos treinos! Não sei o q vcs acharam, mas minha percepção foi essa hoje!*","0.565414447254605","0.933202357563851","","35","","114","146","","","0.228691637052085","0.68","","","","","","","","","","","","","","","","","","","","","4","1"
"Lap Swimming","Swim","","","","2025-10-09","","600","","","","","0.206031389766269","0.807537012113055","","31","","143","155","","","0.198189865047537","0.16","","","","","","","","","","","","","","","","","","","","","1","1"
"Leve!","Run","Aeróbico Leve","0.833333333333333","","2025-10-10","","9278.1904296875","","","","","0.834029734134674","3.08999991416931","","172","","145","155","","","0.756943123014588","52.69","41","9","0","0","0","0","0","","","","","","","","","","","","","","2","1"
"Strength","Strength","","","","2025-10-10","","0","","","","","0.766066431999207","0","","","","98","148","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1x60km Tempo 140bpm","Bike","20km aquec/ Endurance 1x 60km Tempo 10k giro leve","","90000","2025-10-11","PSE: Percepção Subjetiva de Esforço Regenerativo: 1-2 Endurance: 2-3 Tempo (moderado): 4-5 Limiar: 6-7 Vo2 Máx: 8 Cap. Anaeróbica: 9 Potência Neuromuscular: 10","90000","","",""," *11/10/2025 Sarah Lotif: Pedalei muito bem hoje, me senti ótima! Sério… super encaixado, sai da bike sem nenhuma fadiga! 🙏🙏🙏🚀*","2.59","9.65250965250965","","","","131","155","","","0.658886713989965","117.47","62","74","7","0","0","0","0","","","","","","","","","","","","","","4","1"
"Transição - 4x10 min Race Pace (4:20min/km 177bpm)","Run","15min leve 4x 10min race pace com 2min intervalo ativo complete leve","1.16666666666667","","2025-10-11","","14693.51953125","","",""," *11/10/2025 Sarah Lotif: Hoje parecia que eu estava com duas bolas de ferro amarrada nos meus pés pqp sinceramente que coisa ruim, o início do treino foi foda, tive uma pequena fisgada na panturrilha mas passou, acho q pisei de mau jeito! Isso já me deixou meio tensa! Enfim… comecei o treino vcs vão ver q tem uma pausa depois dos primeiros 10min ( foi pq eu tava decidindo se eu ia parar ou não) sabe aquele dia que o ritmo parece n encaixar e tudo parece desandar na corrida, então foi quase isso! Kkkkk mas decidi continuar e entreguei o meu melhor pra hoje! 🙏🚀 precisei tirar o pé nos intervalos de 2 min trotei muito leve mesmo!* *13/10/2025 SAAB SPORTS: foram constantes os estímulos , ficaram todos na média de 4:20*","1.16743195056915","3.49600005149841","","172","","168","186","","","0.862397109732836","96.56","7","9","9","33","9","2","0","","","","","","","","","","","","","","8","1"
"3.400","Swim","800 aquec. 8x 75 (25 forte 50 leve) com 15seg 4x: 1x 50 vo2 com 30seg 1x 100 moderado com 20seg 1x 100 limiar com 30seg 100 solto --- 200-600 solto","0.916666666666667","","2025-10-12","","2675","","",""," *12/10/2025 Sarah Lotif: Simplesmente errei a série de hoje, pqp e Engoli os 8x 75( e na primeira série daquelas 4x onde era 50 forte ( simplesmente fiz 25 forte 75 solto) de onde tirei isso kkkkkkkkk confundi na minha cabeça a primeira parte dos 8x kkkk pelo amor de Deus GAROTIEI KKKK ai quando sai da água fui ver, e tava errado! Não briguem! 🙏🙏🙏🙏* *12/10/2025 Sarah Lotif: Se for o caso pode compensar em outro dia da semana o q faltou hoje, por erro meu 😏🙄🙄* *12/10/2025 Sarah Lotif: E detalhe nadar de biquíni é muito ruim kkkk não faço mais isso kk* *13/10/2025 SAAB SPORTS: Relaxa, era seu dia off.*","0.993698057068719","0.746164574616457","","30","","126","158","","","0.183203146887628","0.61","","","","","","","","","","","","","","","","","","","","","4","1"
"Regenerativo","Run","Regenerativo","0.75","","2025-10-13","PSE - Percepção Subjetiva de Esforço Z2- Low Aerobic/Aeróbico Leve: 1-2 Z3- Moderate Aerobic/Aeróbico Moderado: 2-3 Z4- High Aerobic/Aeróbico Intenso/Race Pace: 4-5 Z6- Threshold/Limiar: 6-7 Z8- Vo2: 8 Z10- Cap. Anaeróbica: 9-10","8744.6298828125","","",""," *13/10/2025 Sarah Lotif: Tudo bem hoje! N senti nada na panturrilha!*","0.750565230846405","3.23600006103516","","174","","154","164","","","0.792992001268677","51.91","10","24","11","0","0","0","0","","","","","","","","","","","","","","2","1"
"Strength","Strength","","","","2025-10-13","","0","","","","","0.762238621711731","0","","","","108","158","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Endurance Ride (1h30min)","Bike","Endurance leve","1.5","","2025-10-14","PSE: Percepção Subjetiva de Esforço Regenerativo: 1-2 Endurance: 2-3 Tempo (moderado): 4-5 Limiar: 6-7 Vo2 Máx: 8 Cap. Anaeróbica: 9 Potência Neuromuscular: 10","38500","","",""," *15/10/2025 SAAB SPORTS: tudo ok sarita? a ro falou que eu aliviei a corrida de quarta ne? @ta* *15/10/2025 Sarah Lotif: Tudoooo! Só estou cansada mesmo! Eu vi o treino, já até fiz hoje, obrigada 🙏🙏🙏*","1.50719439983368","7.09559725382777","","","","115","131","","","0.597816482431404","60.29","90","0","0","0","0","0","0","","","","","","","","","","","","","","1","1"
"3.100","Swim","600 75 crw 25 palmateio 10x250m sendo .. 1x200m paraquedas braço palmar boia ritimo A1 Tira paraquedas +1x50m braço palmar boia AN ( forte) 100%","","","2025-10-14","","3200","","","","","1.24021166854435","0.715403532304941","","28","","123","146","","","0.175597265613044","0.67","","","","","","","","","","","","","","","","","","","","","4","1"
"3x 3km Race Pace 4:23","Run","3km aquec. 3x 3km race pace (menos 5seg) com 3min intervalo parado 2km leve","1.27333333333333","14000","2025-10-15","PSE - Percepção Subjetiva de Esforço Z2- Low Aerobic/Aeróbico Leve: 1-2 Z3- Moderate Aerobic/Aeróbico Moderado: 2-3 Z4- High Aerobic/Aeróbico Intenso/Race Pace: 4-5 Z6- Threshold/Limiar: 6-7 Z8- Vo2: 8 Z10- Cap. Anaeróbica: 9-10","14486.849609375","","",""," *15/10/2025 Sarah Lotif: Treino foi ótimo hoje! E puxado ta kkkkk* *18/10/2025 SAAB SPORTS: ótimo race pace 4:23, 4:22 e último 3k em 4:23*","1.23695921897888","3.25300002098083","","162","","162","185","","","0.840057923263848","97.21","23","2","13","24","11","1","0","","","","","","","","","","","","","","6","1"
"Strength","Strength","","","","2025-10-15","","0","","","","","0.509962797164917","0","","","","103","158","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2hrs Endurance","Bike","Endurance leve","2","","2025-10-16","PSE: Percepção Subjetiva de Esforço Regenerativo: 1-2 Endurance: 2-3 Tempo (moderado): 4-5 Limiar: 6-7 Vo2 Máx: 8 Cap. Anaeróbica: 9 Potência Neuromuscular: 10","50000","","","","","2.00960946083069","6.91123780993139","","","","108","123","","","0.59509842188351","80.23","121","0","0","0","0","0","0","","","","","","","","","","","","","","1","1"
"3.000","Swim","400CR 4X 4X25M PPPPARAQ AC 40´ (paraquedas pé de pato pALMAR ) + 1x400BR BOIA PAL INVERTIDO A1 ENTRE AS SÉRIES E REPETE 1X600CR A1.A2 200 solto","","","2025-10-16","","2050","","",""," *16/10/2025 Sarah Lotif: Picada de abelha??! TEMOS KKKKKKK PQP, treino interrompido por forças maiores kkkkkk*","0.729688336054484","0.777693474962064","","28","","119","146","","","0.191196545148656","0.51","","","","","","","","","","","","","","","","","","","","","1","1"
"Lap Swimming","Swim","600 75 crw 25 palmateio. 2x 4x25 pé de pato 100% com 15 40 segundos e repete 10seg 3x 500 race pace, com 1min intervalo complete em nado leve","1","","2025-10-17","","2450","","",""," *17/10/2025 Sarah Lotif: N sei pq essa configuração do relógio na natação fica com delay, por exemplo: eu finalizei todos os nados de 25m com 20seg( ai o relógio demora a dar a “volta” e meio q aumenta uns segundos! Na série de 500 por exemplo eu fiz a mesma quantidade de voltas na piscina para todos e teve um q marcou 475 🤷🏻‍♀️ n entendi nada e no último de 500 fiz 10:36 e marcou 11 por causa daquele delay q eu falei! Se puderem me ajudar a configurar o relógio pra natação eu agradeço!* *17/10/2025 Sarah Lotif: Mas foi bom hj, mesmo cansada rendeu!* *17/10/2025 Sarah Lotif: Fiz sem roupa de borracha*","0.894116115570068","0.759219088937093","","32","","131","167","","","0.186481496315279","0.58","","","","","","","","","","","","","","","","","","","","","4","1"
"Aeróbico Leve","Run","Aeróbico Leve","1","","2025-10-17","PSE - Percepção Subjetiva de Esforço Z2- Low Aerobic/Aeróbico Leve: 1-2 Z3- Moderate Aerobic/Aeróbico Moderado: 2-3 Z4- High Aerobic/Aeróbico Intenso/Race Pace: 4-5 Z6- Threshold/Limiar: 6-7 Z8- Vo2: 8 Z10- Cap. Anaeróbica: 9-10","11024.169921875","","","","","1.00079751014709","3.05999994277954","","172","","143","152","","","0.749443638873636","62.27","59","1","0","0","0","0","0","","","","","","","","","","","","","","2","1"
"1h Race Pace","Bike","1h Endurance 1h Race Pace 30min Endurance","2.5","","2025-10-18","PSE: Percepção Subjetiva de Esforço Regenerativo: 1-2 Endurance: 2-3 Tempo (moderado): 4-5 Limiar: 6-7 Vo2 Máx: 8 Cap. Anaeróbica: 9 Potência Neuromuscular: 10","68500","","","","","2.51449847221375","7.56722582576313","","","","124","148","","","0.625713342597716","111.6","96","55","0","0","0","0","0","","","","","","","","","","","","","","4","1"
"Transição - Race Pace 4:20 (4,62km)","Run","5min leve 20min race pace 5min leve","0.5","","2025-10-18","PSE - Percepção Subjetiva de Esforço Z2- Low Aerobic/Aeróbico Leve: 1-2 Z3- Moderate Aerobic/Aeróbico Moderado: 2-3 Z4- High Aerobic/Aeróbico Intenso/Race Pace: 4-5 Z6- Threshold/Limiar: 6-7 Z8- Vo2: 8 Z10- Cap. Anaeróbica: 9-10","6688.669921875","","",""," *18/10/2025 Sarah Lotif: Encaixei um ritmo maraaaa hoje! Foi difícil desacelerar nos últimos 5min pq estava confortável 4’40” eu tentei diminuir, mas minha percepção tava mara!* *18/10/2025 Sarah Lotif: Os 20 min tbem foram ótimos na média 💪* *18/10/2025 SAAB SPORTS: top demais! 4:20 race pace*","0.50249832868576","3.69700002670288","","174","","162","177","","","0.905872930270522","44.9","6","2","10","13","0","0","0","","","","","","","","","","","","","","3","1"
"ENDURANCE 2h","Bike","Dia de rodar em Endurance! Esse treino tem como principais objetivos: aumentar a capacidade aeróbica, melhorar o sistema cardiovascular e tornar o corpo mais eficiente e econômico. Mantenha a intensidade proposta!","2","","2025-10-19","PSE: Percepção Subjetiva de Esforço Regenerativo: 1-2 Endurance: 2-3 Tempo (moderado): 4-5 Limiar: 6-7 Vo2 Máx: 8 Cap. Anaeróbica: 9 Potência Neuromuscular: 10","49100","","",""," *19/10/2025 SAAB SPORTS: Foi de boa?*","2.00669956207275","6.79667706450339","","","","99","114","","","0.594949939665274","80.07","120","0","0","0","0","0","0","","","","","","","","","","","","","","1","1"
